Copiva,,painOcciput ,,FHpassesToOcciAndBackWithTrobWithRtSideAndMotion,,,,,,,,OcciFHearScalpBack,,,,sensitiveToSharpSounds,,,,,,,,,,ExcessiveSensitiveness,,Sensitive ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kreosotum,,,,,"corrosive itch with in vulva, burning swelling labia",menses too early prolonged continued,leucorrhoea yellow acrid worse between periods  mo menses,,"menstrua flow intermits ceases stops on sitting walking,reappear on lying down",,,,,,"during menses difficult hearing,buzzing roaring",vomiting of pregnency with ptyalism or more excessive salivation,,,,"violent itch between thighs,eruption after burning soreness in external  internal parts",,,,,,,,pain worse after menses,,,,,,,,,,lochia offensive bad smell intermits,,,,,,,,,,
Corallium,,,,DeepSeatedFHwithSeverPainBackEyeballs,,,,ViolentPainAsifParietalBoneForcedApartWorseStoop,painAggByBreathColdAirNose,,,parietalFHeyeballsNose,,breathingColdairThroughNose,,,,,,jeadacheSeverpainBackEyeballs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LacCaninum,,,,mastitis worse least jar,,menses too early profuse flow in gushes,,,,flow burst out or sudden,,breast swollen painfull before menses,backache  spine very sensitive to touch pressure,"helps to dry up milk, galactorrhoea",,,,,,,sexual organ easily excited,,,,,,,,pain better after  or appearance of menses,sinking at epigastrium,,,,,,,,,,,,,,,,,,
Crataegus,nervousBcakheadNeck,,ApprehensiveDespondent,,,,,,,,,mindNervousBackNeckEyeNose,,nasalDischrges,,,VeryNervousIrritableWithPainBackHeadNeck,,,conjuctivalIrritationNasalDischarge,,,,MentalDullConjunctivalIrritateNasalDischarges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lachesis,,"left ovary painfull swelling indurated, ",,breast or mammae inflamed bluish,,menses too short feeble or weak,,,,,all pains relived or betterby flow,,cocyx and sacrumpain esp on rising from sitting position,,acts well at beginning and closemenses,,,,,,,,,,,,,worse pressure of clothes,,,,,,,,,,,,,,,,"climacteric trouble paipitation flushes heat,haemorrhage,vertex pain,fainting spells",,,,
CrocusSativa,throbbPulsateDuringClimacteric,,,,,,,,WorseDuringMenses,,,ClimatericMensesThrobbPulsation,,,,,throbbPulsateDuringClimactericWorseDuringMenses,,,,,,,,,,DuringClimactericAndDuringMenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LactucaVirosa,promotes  menses or catamenia,,,,,,,,,,,,,increases milk in breasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CrotalusHorridus,MustWalkOnTipToeToAvoidJarring,dullHeavyRtSideOcciPainRtEye,,,,,,,,withWeaknessTrembling,,RTocciRtEyeHeartLyingLt,,,,,,,,OcciPainRtSideAndRtEye,,,,,,,,,,,,,,headacheWithPainInHeartLyeOnLeftSide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LappaArctium,"uterus displacement,sore,bruised feel in uterus ",,,,moderation or relax vaginal tissue,,,,,,,,,,,,,,,,,,,,,,,all symptoms worse  by standing or walking mistep jar,,,,,,,apparently entire lack of tonicity of pelvic contents,,,,,,,,,,,,,
CrotonTiglium,,,,preesingPainFHespOrbits,,,,,,,,ForeheadOrbits,,,,,,,,preesPainFHespOrbits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LiliumTigrinum,uterus congestion prolapse antiversion desire constant support externally,pain in ovaries down thighs,,,,menses early scanty black dark  clotted offensive,leucorrhoea acrid brown smarting labia,,flow only moving about,,,,,,"bloated feeling in uterus area or region, subinvolution",,,,,pruritis itch pudenda,,,,,,,,,,,,,,,,,,,sexual instinct awakened,,bearing down sensation urgent desire stool and all orgas as would escape ceases when resting,,,,,,,
CuprumAceticum,,,seemsVoideInclineGapCryLossConcious,ViolentThrobbLancinatePainLtSideBrowAuge,,NeurlgiaFHtempleHeavyBurnStingStitch,,,,,,FheadTempLtBrowTongueMind,,,,,headReelsWhenHeighCeieledRoom,,,LtSideBrowAgue,,,,,,,,,,ConstantProtrudeAndRetractionLachases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lycopodium,,right ovarian pain,,,vagina dry,menses too late continue last too long profuse,leucorrhoea acrid burning vagina,,,,,,,,vericose veins of pudenda,,,,,,discharge blood from genitals during stool,,,,,,,,,,,,,,,,,,,coition painfull,,,,,,,,
CuprumMetallicum,BruisedPainInBrainAndEyes,,mallaciousMoroseUseNotIntendedWords,,,,,,,giddyManyAilmentHeadFallOnChestFarward,,meningitisBrainGiddy,,,,,emptyFeelPurpleSwellHeadWithConvulsion,,,bruisedPainEyeAndBrainTurnMenengitis,,,,fearEmptyFeelMallaciousMorose,,AsifWaterPouredOnHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MagnesiaCarbonica,,,,,,menses too late scanty thick dark black like pitch,mucus leucorrhoea,,,,sore throat appears before menses,,,,before menses coryza and nasal stoppage or stops activity,,,,,,,,,,,,,,stops or ceases when walking,,,,,,,"menses flow only sleep, more profuse at night lying down",,,,,,,,,,,,
Curare,lancinatePainAllOverHead,,BrainFeelFullFluid,,,,,,,,,headHairBrain,headDrawnBackward,,,,,,,,,,,,,,,hairfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MagnesiaMuriatica,,,,,,"menses black dark clotted,pain back and thighs",leucorrhoea with every stool and after exercise,,,,eruption on face forehead worse before menses,,,,,,,,great excitement at every period,tinea cilliaris or blapharitis or fungal infection,,,,,,,,,,,,,metrorrhagia worse at night,,,,,,,,,,,,,,,
Cyclamen,onesideHeadache,,depressionWeepDesireTobeAlone,,,,,,WorseOpenAir,thingsTurnCircleBetterWarmroom,,onesideHeadEarEyesNose,,sneezWithITCHinEars,,frequentSneezWithSneezEars,,,,AcheMorningFlickeBeforeEyesSneezItchEar,,,,terrorConscienceGrivesDutyNeglect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MagnesiaPhosphorica,,ovarian neurolgia,,,vaginusmus,"menstrual colicmenses too early,dark black stringy",,,,,,,,,,,,,,,swelling external parts,,,,,,,,,,membranous dysmenorrhoea,,,,,,,,,,,,,,,,,
Cypripedium,elderlypeopleChild,,,,,,,,,,,childnightWakeElderlyPeople,,,,,headaceElderlyAtClimactericChildCryNightOnWakeLaughAnndPlay,,,,,OnWakeLaughAndPlay,childCryAtNight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnesia Sulphurica,,,,,blood from vagina between menses,"menses return after fourteen days, thick black dark profuse",leucorrhoea as profuse as menses with pain small of back thigh on moving about,,menses too early intermit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DaphneIndica,HeatInHead,,,,,,,heatInHeadEspInVertex,,,,,,,,,feelAsifSkullWouldBurstOrSeparatedFromBody,,,,,,,,,foulSmellPtyalismHot,,,,CoatedOneSideOnlyRHUSTOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ManganumAceticum,,,,,,"derangements or irregular menses,early scanty anaemic",,,,,,,,,,,,,,,,,,,ammenorrhoea,flushes heat at climacteric,,,,,,,,,,,,,,,,,,,,,,
Digitalis,heavynessAsifFallBack,,,sharpShootPainExtNoseDrinkColdWaterIceCream,,,,,,WalkRisingCardiacHepaticAffection,,noseSleepTongueLiverCardiacFront,,frontalPainExtendToNose,bluish,,,,,,,,,confuseFullnessAndNoiseInHead,,heavinessFallbackCrackSoundSleep,,,,blueTongueAndLips,,cracklingSoundsDuringNap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medorrhinum,sensitive spot near OS uterus,ovarian pain worse left side or from ovary to ovary,,breast cold sore sensitive,,menses offensive offensive profuse dark black clotted,leucorrhoea thin acrid excoriating  fishy odor,,,,"stains difficult to wash, frequent urine at menses",,,,intense mense menstrual colic,,,,,,sycotic warts on genitals,,,,,,,,,,,,metrorrhagia,,,,,,,,,,sterility,,,,,
DiascoreaVillosa,,,,,,dullPainBothTempleBetterPressure,,,betterPressureWorseAfterwards,,,,,,,,,,,,,,,,,buzzingInHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medusa,,,,marked action on lacteal gland,,,,,,,,,,secretion milk estabilished after lack of in previous confinements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosera,,,,,,,,,,WalkOpenairInclineFallLeftSide,,,,,ColdnessLeftHalfFaceWithStingPainAndDryHeatRtHalf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mellilotus,,ovarian neurolgia pain,,,,"menses scanty,intermit,",,,,,nausea nearing to menses,,,,,,,,,,sticking pain external parts,,,,,,,,,,dysmenorrhoea,,,,,,,,,,,,,,,,,
Duboisia,,,,,,,,,,,,,,,,,,,,impossibleStandEyesShutTnendToFallBackward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MercrialisPerennis,,,,pain swelling breasts,,scanty menses accompanied with orgasms or sexually excitement,,,,,,,,,,,,,,,,,,,,,,,,,dysmenorrhoea,,,,,,,,,,,,,,,,,
Dulcamara,,occPainAssendFromNapeneck,headacheRelivedByConversationRejectThingAskedFor,,,,,,backHeadChillyHeavyAcheColdWeather,,,occiScalpMind,,,,,,,,,,,,mentalConfusion,,buzInHead,,ringwormThickbrownCrustBleedOnScratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MercuriusHydrargyrum,,stinging pain in ovaries,,,,menses profuse with abdominal pain,leucorrhoeaexcoriate bloody greenish,,,,,,,breast mammae painfull of milk at menses,,,,,,itch burn  worse after urination,,,,,,,,,better washing with cold water,,,,,,,,morning sickness with profuse salivation,,,,sensation rawness in parts,,,,,,,
EchinaceaRudbeckia,AchesPeculiarPeriodicalFlushFace,,confusedDepressed,,,,,,,dizzyProfoundProstration,,,,,FlushFaceExtendToNeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mezerium,,,,,,menses too frequent soon profuse,leucorrhoea like albumin or egg white contain protein very corroding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ElapsCorallinus,FullnessHeadViolentHeadache,FromFHtoOCCIfirstOneEyeThenOther,,FHtoOCCIweightAndPainFH,,,,,,tendencyFallForward,,FHocciEyesEarVertigo,,,,painEars,,,,headacheFHtoOcciFirstOneEyeThenOther,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Millefolium,bleeding haemorrhage from uterus,,,,,menses early profuse protracted continued long time,,,,,,,,,,painfull varicess during pregnency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EpiphegusOrobanche,deviateFromOrdenaryPursuits,,nerveTireMentalPhysicalExertPreceedsByHunger,,,pressPainTempWithoutInwardWorseLeftSide,,,,,,exertMentalPhysiqTempTongueSpitSaliva,,,,,,,,,,,,byMentalPhysicalExertPreceedByHunger,,,,,,viscidSalivaConstantInclineSpit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mitchella,uterus bleeding haemorrhage blood bright red,ovaries dark black red swelling,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,dysmenorrhoea,,,,,,,,,,,,,,,,,
Eriodictyon,,pressureOutwardWorseOcciput,,,,,,,,DizzyIntoxicated,,mouthThroatNoseEarsocciDizzy,,coryzaWithDizzyAndSneez,,painInEars,,,,,,,,,,,,,,foulMouthMorning,,,burningThroat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MomordicaBalsamina,,,,,,painfull profuse menses,,,,,,,pain small back come from back to front pelvis,,,,labor like pain follow gushes blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EucalyptusGlobulus,dullCongestiveHeadache,,exhilarationDesireExercise,,,,,,,,,excerciseNoseEyeThroatBrain,,coryzaSoreThroat,,,,,,smartBurn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moschus,,,,,,menses too early profuse with disposition tendency to faint,,,,,,,,,,,,,,,drawing pushing genitals sensation asif menses appear,,,,,,,,,,,,,,,,,,sexual desire with intolerable titilation excitement from sexual images parts,,,,,,,,,
eugeniaJambos,worseLyeRtSide,,talkative,,,,,,,,,eye,,,,,asifBoardLyingRightSide,,,hotLacrymation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Murex,"uterus concious,pulsation neck soreness",,,"pain right side uterus to right or left breast, benign tumor",,"menses irregular profuse frequent clots feel protrude sticking,prolapse",leucorrhoea green bloody ,,,,enlarge uterus with pelvic tenesmus sharp pain extend toward breast worse lying down,,,,pain in them uterus breast pelvis sacrum,,,,alternat mental symptoms and aching sacrum,,,,,,,,,,must keep legs tightly crossed,,dysmenorrhoea and chr endometritis with displacement,,,,"feel as if somethin pressing on sore spot in pelvis, worse sitting",,,,"nymphomania,least contact violent excitement",,,,,,,,,
EuonymusAtropurpurea,BilliousHeadache,,,heavyFrontalSoreTiredFeel,,,,,,obscureVisionGatricDerangeWithAlbuminaria,,,,,,,visionObscureAndGastricAssociatAlbuminari,,,PainRtEyeExtBackHeadHAoverBrows,,,,,billiousHeadaceConstipation,,,soreTiredBruisedFeel,,billiousHeadacheCoatedBadTasteConstipation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MuriaticumAcidum,,,,,,menses appear too soon,leucorrhoea green bloody ,,,,during menses soreness of anus,,,,,,,,,,ulcer in genitals,,,,,,,,,,,,,,,,,,,,,,,,,,,
EupatoriumPerfoliatum,thrbbingPainPeriodical,painAfterLyingDownWithSenseWeight,,,,,,TopAndBackPainSoreEyeBall,,SenseFallLeft,bile,,,,,,,,,,,,,,,pressureAsifCapOfLeadPressedWholeSkull,,,,,EveryThirdAndSeventhDay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NajaTripudians,,neurolgia pain of left ovary,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,obscure or unknown pain in left groin,,,,,,,,,post oparative cases seems to be drawn to heart,,,,
EupatoriumPurpureum,leftSidedWithVertigo,painLtShoulderToOcciput,,,,,,,beginMrningWorseAfternoonEveningColdAir,LtSideHeadacheWithVertigo,,occiVertigMornEveAfternoon,,,,,,,,,,beginMorningWorseAfternoonEvening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NatrumCarbonicum,,,induration cervix,,,menses late scanty like meat washings,leucorrhoeal discharge offensive bad smell irritate preceded by colic,,,,bearing down sensation,,,,,,,,,,,,,,,,,,heaviness worse sitting better moving,,,,,,,,,,,,,,,,,,,
Euphorbium,violentPassiveHeadache,,AcuteMania,,,,,,,,,maniaPassiveHeadache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NatrumChloratum,uterus heavy with tendency to prolapse subinvolution,,,,,,leucorrhoea and  backache,,,,feel asif uterus pushed up on sitting down,,,,feel as if uterus opend and shut,,,,,,,,,,,,,,,,,,violent metrorrhagia,,,,,,,,passive bearing down from heavy sudden with tendency to prolapse,,,,,,,
Euphrasia,CatarrhalBurstingAndDazzling,,,,,,,,,,,,,catarrhalProfuseNaselAndEyeDischarge,,,,,,burstingheadacheWithDazzlingEye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NatrumMuriaticum,prolapse uterus with cutting pain in urethra,,,,vagina dry,menses irregular usuallay profuse,leucorrhoea acrid watery,,,,hot during menses,,,,,,inefectual labor pains,suppressed menses,,,,,,,,,,,,,,,,,,,,,,,bearing down pains worse in morning,,,,,,,
Eupion,,,,pailfullPulsationInForehead,,,,stitchFromVertexDownLimbIntoAbdoAndGenitalsVerexHeat,,everythingTurnRoundSitUpBed,,vertexLimbAbdoGenitalFH,,,,,sorrPainFULLspotsOnHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NatrumPhosphoricum,sour melling from uterus,,,,,"menses too early,pale thin watery",leucorrhoeacreamy or honey colored or acid and watery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morning sickness with sour vomiting,,,,,,sterility with acid secretaion from vagina,,,,,
Fagopyrum,painDeepUpwardPressure,occiHeadache,depressedIrritableCerebralHyperaemia,,,,,,,,,occiEyesEarsNeckDeephead,headHotBetterBendBackWithTiredNeck,,,itchinEyesEarsAndAroundEyesEars,BurstingPainCerebralHypraemia,,,itchEarEyesInAndAround,,,,InabilityStudyOrRemember,,,,,,,,,,,CerebralHyperaemia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NatrumSulphuricum,,,,,,menses acrid profuse nose bleed during menses,leucorrhoea yellowish green follow gonorrhoea in female,,,,burning pharynx during menses,,,,leucorrhoea with hoarseness,,,,,herpetic vulvitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FerrumMet,stingHammerPulsateCongestive,painBackHeadWithRoaringNeck,,,,,,,,seeFlowWater,,occiEarsMensesHairTeethNeckExtermVertigo,,,,ringing BeforeMenses,,painExtenTeethWithColdExtermities,,,,,,,,,,painfullMustTakeDownHair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niccolum,,,,,,menses late scanty great debility and burning in eyes,"profuse leucorrhoea worse after urination, ",,,,leucorrhoea worse after menses also,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FerrumPhos,SoreToTouchColdNoiseJar,,,,,,,,headacheBetterColdApplication,vertigo,,bloodRushThrobbSore,,,,,illEffectsSunHeatRushBloodToHead,,,,,,,,,throbbing sensation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niccolu sulphuricum,dull aching ovaries with sensation menses appears,,,,,,,,,,"hot flushes follow perspiratiojn on parts touchig each other,parts separated become dry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FicusReligiosa,vertigoSlightHeadache,,meloncholicQuite,,,,,burning,,vertigoSlightHeadache,,brainVetigoHeadache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nitricum Acidum,uterus bleeding haemorrhage,,,,stitches through vagina,menses early profuse like muddy water with pain in back hip thighs,leucorrhoea brown flesh colored watery stringy offensive,,,,,,,,,,,,,,"external parts sore with ulcer,hair on genitals falls out",,,,,,,,,,,,metrorrhagia after parturition,,,,,,,,,,,,,,,
FluricumAcidum,pressureSidesWithInOutward,,,,,,,,worseWarm silicWorseCold,,,AlopeciaOssicleMastoidSkinHeadSidesExostosis,,,,,AlopeciaCarriesSkinOssicleMastoidCopiousDischargeExostosis,,,,,,,,,,,AlopeciaSkinCarries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NuxMoschata,uterus haemorrhage  ,,,,,menses too long dark black thick,leucorrhoea  muddy and bloody,,,,variable menses time irregular and quantity,,,,,,,suppression with persistent fainting attack sleepiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formalin,,,,,,,,,,vertigo,,noseEyesVertigo,,CoryzaEyesWatery,,,,,,eyesWatery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NuxVomica,prolapse uterus,,,,,menses too early last too long always irregular blood black dark with faint spells,,,,,,,,,,,inefficiant labor pains extend to rectum desire for stool  or urination,,desire too strong,,,,,,,,,,,,dysmenorrhoea with pain sacrum constant urge to stool,,metrorrhagia with sensation bowels movement,,,,,,,,,,,,,,,
FormicaRufa,,,feelsHeavyAndLarge,SensationAsifBubleBurst,,,,,,vertigo,,brainEarVertigoNoseRhIritisEvening,,CoryzaStuffyPolypi,,,Exhillarated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OcimumCanum,,,,"breast feel full tense, nipples painfull least contact,itching",vulva swelling darting pain labia prolapse vagina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FraxinusAmericana,,throbbPainBackHead,depressionWithNervousRestlessness,,,,,HotSpotOnTopHead,,,,,,,,,,,,,,,,Anxiety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OleumAnimale,,,,,,menses early  and scanty,,,flow black dark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GallicumAcidum,,painBackHeadAndNeck,,,,,,,,,,occiNoseEyeLid,,thickStringyDischarge,,,,,,photophobiaWithBurningLids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onosmodium,"sever uterus pain, bearing down,old pain return",,,"aching breast,nipple itch",,menses too early too prolonged,leucorrhoea yellow acrid profuse,,,,soreness uterus area region,,,,,,,,,,,,,,,,,,,,,,,,,,,,sexual desire completely destroyed,,feel asif menses would appear,,,,,,,
GambogiaGarciniaMorella,heavyWithInertiaAndDrowsy,,,,,,,,,,,EyesLidsNose,,lidsStickTogetherWithSneezing,,,,,,itchBurnLidsStickTogetherWithSneez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opium,horrible pain uterus with urging stool,,,,,,,,,,,,,,,,ceasation labor pains wit coma and twitchings,suppressed menses fro fright,puerperal convulsation drowsiness coma between paroxysms,,,,threatened abortion and suppression lochia from fright with sopor,,,,,,,,,,,,,,,,,,,,,,,,,
Gaultheria,neurolgiaHeadAndFace,,,,,,,,,,,HeadFace,,,neurolgiHeadAndFace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Origanum,,,,,,,leucorrhoea hysteria,,,,,,,,,,,,lascivious ideas and dreams,,,,,,,,,,,,,,,,,,,,erotomania powerfull lascivious impuse,,,,,,,,,
Gelsemium,,heavynessAroundOcciput,,,,painTempExtendWingNoseChin,,,betterpressHeadHigh,spreadFromOcci,,wingsEyeOcciTempScalpSleepUrination,wantsHeadRisedOnPillow,,,,withMuscularSoreNeckAndShoulder,,,precededByBlindnessBetterProfuseUrination,,,,,,,,soreToTouch,,,,deliriousOnFallingAsleep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palladium,uterus prolapse retroversion,pain swelling in area region right ovary,,stitches right breast near nipple,,menses or menstrual discharge while nursing,,,,,,,,,,,,,,,,,,,,,,,cutting pain in uterus better relived after stool,soreness shooting pain from navel umbilical to breast,,,,,"shooting burning pains pelvis bearing down, relived by rubbing",,,,,,,,,,subacute pelvic peritonitis right side pain backache menorrhagia,,where disease  begins in right ovary uterus prolapse retroversion sub acute pelvic peritonitis  concomitant symp secondary,
GentianaLutea,,,BrainFeelsLooseHeadTender,betterEatingAndOpenAir,,,,,,worseRisingOrMotionopenAirBetter,,FHEyeBrainEatOpenAir,,,,,,,,AcheEyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paraffine,,,,nipples pain when touched as if sore inside,stabbing pain in mons venaries,menses too late black dark abundant,leucorrhoea milky,,,,very hot urine with burning pain vulva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GeraniumMaculatum,SickHeadache,,,,,,,,,giddyWithDiplopiaBetterCloseEye,,GiddyPupilEyeHeadache,,,,,,,,ptosisAndDilatedPupils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petroleum,,,,,,before menses throbbing in head,leucorrhoea profuse albuminous,,,,,,,,,,,,,itching and mealy coating of nipple,genitals sore and moist,,,,,,,,,,,,,,,,,,,,sensation of moisture,,,,,,,
Ginseng,SemiLateralHeadache,occi,,,,,,,,withGraySpotBeforeEye,,semilateralOcciGiddyLidsVission,,,,,vertigoSemilateralOcciDifficultOpenLids,,,EyeObjectDoubleDifficultLidsOpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phellandrium,,,,pain in nipples,,,,,,,,,,pain milk ducts intolerable between nursing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
